6.848148465156555176e+01,7.080207824707031250e+01,3.306181669235229492e+00
6.857460141181945801e+01,7.137746429443359375e+01,3.418389320373535156e+00
6.866716647148132324e+01,6.711971282958984375e+01,4.981081783771514893e-01
6.876021242141723633e+01,6.722515106201171875e+01,1.769386976957321167e-01
6.885325169563293457e+01,6.830284118652343750e+01,2.362231731414794922e+00
6.894627428054809570e+01,8.311655426025390625e+01,3.083562612533569336e+00
6.903930330276489258e+01,7.545172882080078125e+01,3.418446540832519531e+00
6.913206624984741211e+01,6.464586639404296875e+01,1.133323788642883301e+00
6.922488260269165039e+01,7.082598114013671875e+01,2.246463298797607422e+00
6.931692004203796387e+01,6.045554351806640625e+01,5.297608375549316406e+00
6.940970730781555176e+01,5.782114028930664062e+01,2.863138198852539062e+00
6.950278425216674805e+01,8.421965789794921875e+01,4.370494365692138672e+00
6.959601449966430664e+01,6.779248046875000000e+01,1.407364964485168457e+00
6.968896389007568359e+01,8.459579467773437500e+01,1.709491133689880371e+00
6.978077673912048340e+01,7.473003387451171875e+01,4.036771774291992188e+00
6.987265372276306152e+01,8.629963684082031250e+01,4.406644344329833984e+00
6.996459412574768066e+01,8.847288513183593750e+01,1.578923702239990234e+00
7.005720138549804688e+01,8.957980346679687500e+01,1.587822437286376953e+00
7.014981126785278320e+01,1.006727523803710938e+02,3.301322460174560547e+00
7.024200367927551270e+01,8.564377593994140625e+01,1.392969489097595215e+00
7.033491945266723633e+01,8.424925994873046875e+01,6.977350711822509766e-01
7.042765522003173828e+01,nan,1.460989117622375488e+00
7.052080893516540527e+01,8.889597320556640625e+01,3.741724729537963867e+00
7.061398434638977051e+01,7.867481994628906250e+01,1.687368154525756836e+00
7.070797324180603027e+01,8.906006622314453125e+01,2.537441730499267578e+00
7.080096101760864258e+01,9.082159423828125000e+01,2.283704996109008789e+00
7.089414548873901367e+01,7.841059112548828125e+01,1.348281383514404297e+00
7.098732089996337891e+01,7.939699554443359375e+01,2.166543722152709961e+00
7.108047342300415039e+01,6.228854370117187500e+01,9.061183333396911621e-01
7.117347311973571777e+01,5.860423660278320312e+01,1.128131985664367676e+00
7.126634573936462402e+01,5.330412292480468750e+01,9.851647615432739258e-01
7.135986995697021484e+01,4.947492980957031250e+01,1.001710414886474609e+00
7.145298171043395996e+01,5.247959518432617188e+01,9.579749703407287598e-01
7.154551172256469727e+01,5.243021774291992188e+01,3.926689922809600830e-01
7.163910937309265137e+01,4.950221252441406250e+01,3.262591361999511719e-01
7.173200607299804688e+01,5.106966781616210938e+01,3.310223221778869629e-01
7.182434916496276855e+01,5.277825546264648438e+01,3.411624193191528320e+00
7.191697406768798828e+01,5.509364318847656250e+01,7.687221169471740723e-01
7.200966620445251465e+01,5.642044830322265625e+01,1.175364613533020020e+00
7.210239863395690918e+01,6.086710357666015625e+01,1.413054466247558594e+00
7.219479513168334961e+01,5.679733276367187500e+01,1.846101880073547363e+00
7.228679966926574707e+01,6.020579910278320312e+01,1.980705022811889648e+00
7.237994456291198730e+01,6.179130935668945312e+01,1.871998548507690430e+00
7.247269248962402344e+01,6.174405288696289062e+01,2.166091918945312500e+00
7.256586289405822754e+01,6.249225234985351562e+01,1.980902671813964844e+00
7.265910983085632324e+01,6.079945755004882812e+01,1.980606198310852051e+00
7.275184583663940430e+01,6.079910278320312500e+01,1.988200306892395020e+00
7.284416818618774414e+01,6.078917312622070312e+01,1.928031921386718750e+00
7.293736648559570312e+01,5.988848876953125000e+01,1.916221022605895996e+00
7.303026032447814941e+01,6.069685363769531250e+01,2.020616769790649414e+00
7.312303113937377930e+01,5.854396057128906250e+01,1.971593737602233887e+00
7.321488380432128906e+01,5.977014160156250000e+01,2.019551038742065430e+00
7.330706048011779785e+01,6.078443145751953125e+01,1.975263118743896484e+00
7.340033221244812012e+01,5.850842285156250000e+01,1.981692790985107422e+00
7.349330329895019531e+01,5.845107650756835938e+01,1.916016697883605957e+00
7.358644390106201172e+01,5.771312713623046875e+01,1.915710449218750000e+00
7.367948651313781738e+01,6.077191925048828125e+01,2.027192354202270508e+00
7.377259850502014160e+01,6.077586746215820312e+01,1.951238751411437988e+00
7.386570143699645996e+01,5.770552444458007812e+01,2.014019727706909180e+00
7.395885109901428223e+01,5.764103698730468750e+01,2.017321109771728516e+00
7.405099844932556152e+01,5.761009597778320312e+01,2.055951356887817383e+00
7.414336609840393066e+01,5.966453933715820312e+01,2.121171712875366211e+00
7.423691344261169434e+01,5.968327713012695312e+01,2.005743026733398438e+00
7.433025074005126953e+01,5.098639678955078125e+01,2.008473157882690430e+00
7.442361569404602051e+01,6.163478851318359375e+01,2.122462987899780273e+00
7.451647281646728516e+01,5.973627853393554688e+01,2.010128974914550781e+00
7.460974717140197754e+01,6.163733291625976562e+01,2.013922691345214844e+00
7.470303964614868164e+01,5.890748214721679688e+01,1.989282846450805664e+00
7.479520583152770996e+01,6.854621124267578125e+01,2.130194902420043945e+00
7.488928723335266113e+01,8.456866455078125000e+01,3.101351261138916016e+00
7.498196816444396973e+01,8.348905181884765625e+01,2.517772674560546875e+00
7.507490801811218262e+01,8.091640472412109375e+01,2.992055177688598633e+00
7.516671609878540039e+01,7.861474609375000000e+01,2.154858827590942383e+00
7.525938558578491211e+01,8.070909881591796875e+01,2.195528507232666016e+00
7.535212922096252441e+01,7.959780883789062500e+01,2.349687099456787109e+00
7.544522833824157715e+01,8.118866729736328125e+01,2.123476982116699219e+00
7.553871107101440430e+01,8.063742828369140625e+01,2.278986454010009766e+00
7.563156461715698242e+01,9.096902465820312500e+01,2.963854312896728516e+00
7.572428655624389648e+01,7.182518005371093750e+01,1.957747459411621094e+00
7.581699490547180176e+01,6.139656066894531250e+01,1.536205530166625977e+00
7.591036486625671387e+01,5.579714584350585938e+01,2.067721605300903320e+00
7.600227642059326172e+01,5.495020675659179688e+01,1.974470376968383789e+00
7.609480786323547363e+01,5.467165374755859375e+01,1.977342605590820312e+00
7.618744421005249023e+01,5.145217132568359375e+01,3.084832191467285156e+00
7.628141117095947266e+01,5.202730941772460938e+01,1.974371314048767090e+00
7.637395834922790527e+01,5.343842697143554688e+01,1.859726786613464355e+00
7.646657133102416992e+01,5.341611480712890625e+01,2.013047695159912109e+00
7.655941510200500488e+01,5.286453628540039062e+01,3.165948152542114258e+00
7.665238690376281738e+01,5.703312683105468750e+01,3.108097791671752930e+00
7.674462294578552246e+01,7.315547180175781250e+01,3.756869792938232422e+00
7.683748602867126465e+01,7.269675445556640625e+01,4.408733367919921875e+00
7.693008708953857422e+01,7.883988952636718750e+01,4.231654644012451172e+00
7.702322506904602051e+01,8.999518585205078125e+01,2.542835712432861328e+00
7.711628675460815430e+01,8.240218353271484375e+01,2.433973550796508789e+00
7.720867013931274414e+01,8.473628997802734375e+01,2.244109630584716797e+00
7.730228137969970703e+01,8.700258636474609375e+01,2.260966062545776367e+00
7.739546942710876465e+01,8.284796142578125000e+01,2.339251756668090820e+00
7.748741984367370605e+01,8.019500732421875000e+01,2.309442758560180664e+00
7.758082866668701172e+01,8.916352844238281250e+01,3.082737207412719727e+00
7.767317366600036621e+01,7.567260742187500000e+01,3.755619049072265625e+00
7.776551675796508789e+01,5.693306732177734375e+01,8.711054921150207520e-01
7.785805320739746094e+01,5.399179840087890625e+01,3.043110609054565430e+00
7.795114541053771973e+01,5.048311233520507812e+01,3.103685855865478516e+00
7.804347085952758789e+01,5.351841735839843750e+01,3.128939390182495117e+00
7.813632106781005859e+01,5.293319320678710938e+01,3.155108213424682617e+00
7.822931790351867676e+01,5.171706771850585938e+01,3.163349866867065430e+00
7.832312893867492676e+01,5.308965301513671875e+01,3.170582294464111328e+00
7.841660189628601074e+01,5.192576217651367188e+01,3.170458793640136719e+00
7.850925612449645996e+01,5.192486190795898438e+01,3.161430835723876953e+00
7.860229015350341797e+01,5.179276275634765625e+01,3.196043014526367188e+00
7.869609713554382324e+01,6.968746185302734375e+01,3.380955934524536133e+00
7.878966069221496582e+01,7.919758605957031250e+01,3.870901823043823242e+00
7.888250470161437988e+01,nan,3.570947885513305664e+00
7.897490119934082031e+01,8.600942230224609375e+01,2.882557630538940430e+00
7.906789708137512207e+01,6.175897598266601562e+01,2.641407775878906250e+01
7.916160440444946289e+01,4.142798995971679688e+01,2.322288990020751953e+00
7.925473427772521973e+01,8.575892639160156250e+01,2.243586063385009766e+00
7.934741640090942383e+01,nan,2.973940968513488770e-01
7.944013571739196777e+01,1.026015548706054688e+02,2.360822677612304688e+00
7.953333735466003418e+01,nan,2.999700307846069336e+00
7.962672924995422363e+01,9.151371765136718750e+01,5.125716686248779297e+00
7.971971583366394043e+01,5.252493667602539062e+01,2.172677993774414062e+00
7.981330418586730957e+01,5.536660385131835938e+01,2.582325458526611328e+00
7.990572452545166016e+01,5.720982742309570312e+01,2.017709016799926758e+00
7.999862957000732422e+01,6.078689575195312500e+01,2.110534429550170898e+00
8.009257769584655762e+01,5.285622024536132812e+01,3.091551542282104492e+00
8.018566918373107910e+01,5.278851318359375000e+01,3.644379615783691406e+00
8.027817916870117188e+01,5.331346130371093750e+01,2.604589939117431641e+00
8.037206649780273438e+01,5.226951217651367188e+01,3.762754917144775391e+00
8.046572065353393555e+01,5.286419677734375000e+01,2.466723680496215820e+00
8.055969715118408203e+01,5.645706939697265625e+01,2.594877481460571289e+00
8.065571403503417969e+01,7.544268798828125000e+01,3.864978790283203125e+00
8.074802064895629883e+01,8.185688781738281250e+01,2.593444108963012695e+00
8.084116053581237793e+01,8.210742950439453125e+01,2.308764457702636719e+00
8.093448209762573242e+01,8.753678131103515625e+01,2.236159086227416992e+00
8.102723288536071777e+01,8.177398681640625000e+01,2.479150295257568359e+00
8.111988687515258789e+01,8.380110931396484375e+01,2.399227619171142578e+00
8.121216416358947754e+01,8.470152282714843750e+01,3.595536947250366211e+00
8.130580568313598633e+01,8.313719177246093750e+01,2.522665262222290039e+00
8.139838218688964844e+01,8.494488525390625000e+01,2.414110422134399414e+00
8.149120736122131348e+01,8.902468109130859375e+01,3.780873298645019531e+00
8.158375644683837891e+01,7.116033935546875000e+01,3.038668394088745117e+00
8.167636728286743164e+01,5.184127807617187500e+01,2.461560726165771484e+00
8.176969981193542480e+01,6.389903259277343750e+01,3.233374118804931641e+00
8.187067079544067383e+01,5.959729766845703125e+01,1.842812657356262207e+00
8.196368145942687988e+01,5.754647064208984375e+01,2.241840839385986328e+00
8.205774736404418945e+01,6.115177917480468750e+01,1.871475815773010254e+00
8.215148901939392090e+01,5.803647613525390625e+01,1.025838255882263184e+00
8.224500632286071777e+01,5.678074645996093750e+01,1.252107977867126465e+00
8.234144353866577148e+01,5.626979827880859375e+01,1.773985385894775391e+00
8.243481326103210449e+01,5.995829391479492188e+01,3.121986865997314453e+00
8.252766561508178711e+01,8.295939636230468750e+01,3.201734781265258789e+00
8.262133479118347168e+01,8.331388854980468750e+01,4.370852947235107422e+00
8.271402716636657715e+01,nan,3.591777801513671875e+00
